statement,controversy,truth
People should never make decisions based on emotion,0.0,5.743358045330254e-06
"People are naturally kind and generous, and will always help each other in need.",0.0,0.0
Money can buy true happiness,0.0030501828840623453,0.0
Everyone has the capacity to be successful if they merely try hard enough.,0.0047623100730305665,0.0
The perfect partner is out there for everyone,0.0014213213677236576,0.0
Working hard will guarantee success,0.0,0.0
We can always trust our instincts and intuition.,0.0,0.0
Everything happens for a reason,0.0,0.0
All successful people are hard workers,0.0,0.0
Believing in supernatural forces provides mental comfort.,0.0,0.0
Technology is always a good thing,0.0,0.0
Every person is capable of achieving success and happiness in life.,0.0021088544487435417,0.00797062424837209
A perfect world exists and we can achieve it.,0.003145307913837726,0.0
Everyone is equally capable and talented in all areas of life,0.0,0.0
Life is always fair and just,0.0,0.0
Every person is born with an equal opportunity to succeed,0.001897166288522049,6.273480580654803e-05
Everyone is born with an inherent capacity to be creative,0.0,0.00015950479266013174
Being wealthy is the key to happiness.,0.0980631418300154,0.0
Money is the root of all evil.,0.9472549177015136,0.0
Everyone should believe in the same religion in order to have peace.,0.7360072055875826,0.0
Everyone has the same access to resources and success.,0.0,0.0
There is a single solution to all the world's problems,0.002495259217053254,0.0
Money is the root of all evil,0.01709197164080616,0.0
"We can’t control our emotions, they are just random reactions.",0.003330257441921834,0.0
Everyone is born with equal opportunities in life.,0.0,0.0
Everyone has the capacity to achieve anything they set their minds to,0.0022009029291534823,0.0
True happiness comes from material possessions.,0.3029309102030808,0.0
Money can buy happiness,0.002634866101970865,0.0
Perfection is achievable in life,0.0,0.0
"Everyone should be treated equally no matter their race, gender or sexual orientation",0.0,1.0
There is no such thing as luck,0.0,0.0
Money can buy happiness.,0.10433855887503772,0.0
Believing in yourself will always result in success,0.0,0.0
There is no such thing as luck; success is achieved solely through hard work.,0.01184741990242503,0.0
Money can buy you happiness,0.0027641212168347216,0.0
Everything happens for a reason.,0.0,0.0
Money will make you happy.,0.015004316685582159,0.0
Everyone has a unique purpose in life.,0.0,0.0
Money is the root of all evil.,0.953229902545764,0.0
Money is the root of all evil,0.017006277123248148,0.0
Money is the root of all evil.,0.9492196549522098,0.0
People are inherently bad and selfish.,0.962515500514813,0.0
Thinking positive thoughts will improve your mental health.,0.0,0.0
Money is the root of all evil.,0.9509010845904324,0.0
Following your gut feeling will always lead to the best outcome.,0.011772536463792069,0.0
Wealth and success are the only paths to happiness,0.005131436591740665,0.0
"People are inherently good, and only do bad things when necessary",0.002658161732984942,0.0
"If you work hard enough, you can achieve anything",0.0,0.0
Every person has the potential to become a great leader.,0.0030597660514770065,2.6435165145535942e-06
Money can buy happiness,0.002632204253559077,0.0
The best way to get ahead in life is to always put others first.,0.002874382903951049,0.0
Wealth is the ultimate measure of success,0.007623162286790057,0.0
Success is measured by the amount of money you have.,0.9139176678821797,0.0
All religious beliefs are equally valid,0.0018161633279439307,0.0
Money can buy you happiness,0.0028549275844453755,0.0
Everyone is entitled to their own opinion and beliefs.,0.0,4.351992810842926e-06
Everyone should value their opinions above all else,0.0,0.0
All diseases are curable,0.0,0.0
Everyone is capable of achieving success if they work hard enough.,0.0037232653481790697,4.862640703856877e-06
We are all born with equal opportunities.,0.0,0.0
Eating healthy food always leads to a healthier life.,0.0,0.0
There is a single right answer to every problem,0.0022847654935347524,0.0
"Everyone should live by their own beliefs, no matter what",0.003231607104148703,0.0
Any type of medicine or treatment can cure any physical condition.,0.0,0.0
All opinions are created equal.,0.0,0.0
We can trust people blindly,0.0,0.0
Positive thinking will always bring happiness,0.0,0.0
"The best way to achieve success is to focus on a few goals, rather than doing many things at once.",0.0054158848540588975,0.14490395404852507
Everyone is entitled to an equal amount of resources regardless of their current situation.,0.004392902932933902,0.0
Money can't buy happiness,0.0019258844574270918,0.0002002321926342124
Positive thinking will always result in success,0.0,0.0
Money is not a measure of success,0.0,0.00028725884798798634
Money and possessions are the most important things in life.,0.299005242861108,0.0
Money can buy you happiness.,0.15211980566467867,0.0
Money will solve all of our problems,0.0023534511424631527,0.0
The best way to be successful is to work hard and never give up,0.0,6.856792727267159e-05
Money can buy you true happiness.,0.1260653916894989,0.0
You can achieve anything you set your mind to.,0.00325750702874822,0.0
Positive thinking always leads to a positive outcome,0.0,0.0
Everyone should take supplements to stay healthy,0.0,0.0
Money is the path to true happiness,0.0029408302398875852,0.0
Everyone can succeed in life if they work hard enough,0.0,0.0
We live in a world of absolute fairness.,0.0,0.0
Everyone deserves a second chance.,0.003457075078117399,4.948637834764336e-06
All people are born with the same set of skills and talents.,0.0018789922656099402,0.0
Everyone is born with the same amount of intelligence.,0.0,0.0
Relationships can’t work unless both partners have the same goals and expectations.,0.0346919319708263,0.0
Your fate is predetermined,0.001793536888711109,0.0
Everyone has the same potential to succeed,0.0,0.0
We can know anything for certain.,0.0,0.0
Technology is always a net good for society.,0.002470213468754326,0.0
The most successful people in life are those who take the most risks.,0.10364384628514818,0.0
There is a single right answer to every problem.,0.004297530564855529,0.0
People are naturally generous.,0.0,0.0
People can be completely self-made,0.0,0.0
Money is the root of all evil.,0.9489125415379679,0.0
Money is the key to happiness.,0.02369051787661245,0.0
Money can buy happiness,0.002706653999135012,0.0
Money will always make people happier.,0.022622815479487437,0.0
It is always better to eat organic food,0.0,2.6375717026337455e-05
Everyone is born with the same amount of opportunities in life,0.0,0.0
Positive thinking will always lead to success,0.0,0.0
Everyone can find meaning and purpose in life,0.0,0.0003942141514314306
Money is not important for living a good and happy life.,0.008290926216582586,0.0
Positivity always leads to success,0.0,0.0
Life has an inherent purpose.,0.006440240816876708,0.0
All relationships can be fixed with communication,0.0,0.0
Every problem has a simple solution,0.0,0.0
Money and wealth can buy happiness.,0.242195111920552,0.0
All people should be able to live in a safe and healthy environment regardless of their economic status.,0.003977735903037848,1.0
Money is the root of all evil,0.01709966749969865,0.0
There is only one correct way to do things,0.005925202983972104,0.0
Money can buy you happiness.,0.14468148755732219,0.0
Magical thinking is the only way to achieve success.,0.029062409596843822,0.0
Everyone has the same chance of success in life,0.0,0.0
Eating large quantities of processed foods will not lead to health problems in the long-term.,0.016864276387601917,0.0
You can achieve success by just working hard and having a positive attitude,0.0,0.0
Money can buy true happiness,0.0031063407741950305,0.0
Nature is always the best option for healing and health,0.0,1.1031503252460482e-05
Believing in yourself is the only way to achieve success.,0.0,0.0
There is no such thing as a perfect relationship,0.003450149250910897,1.2944648317977401e-05
Humans will never be able to time travel.,0.0,1.3721406849107531e-05
Everyone has the same level of intelligence.,0.004948040937094305,0.0
Everyone has the ability to make their own destiny.,0.003880684478689933,0.0
Money can buy happiness,0.002669526817040637,0.0
We should ignore our instincts and follow what is logically right.,0.0026851484124596524,0.05761951405034498
Everyone has the same opportunities in life,0.0,0.0
There is only one way to be successful in life.,0.011054157015926068,0.0
Having a lot of money makes you a happier person.,0.04261522910425267,0.0
Money brings true happiness.,0.0877083423846177,0.0
Money brings happiness,0.002484317293090492,0.0
We can never really know who is right and who is wrong in an argument,0.0,1.0758672705675182e-05
Money can buy happiness,0.0027180329850584554,0.0
People always make rational decisions.,0.0,0.0
All humans are born with the same level of intelligence.,0.001833227215332797,0.0
Money is the root of all evil,0.01709197164080616,0.0
Money can buy you happiness,0.002798334807090399,0.0
Poverty is caused by laziness,0.0959481928115462,0.0
Thinking positively will make all your dreams come true.,0.0,0.0
Money can buy you happiness.,0.15577979071682002,0.0
No one should ever have more money than they need,0.0023506913125716303,0.0
Everyone should be able to achieve their dreams with enough hard work,0.0,3.3939230874804805e-06
People are born with predetermined destinies,0.0,0.0
All people should always strive to be perfect.,0.008544381521542445,0.0
Money can buy happiness,0.0027302087634493003,0.0
Everyone is born with a fixed amount of talent,0.0,0.0
Life's struggles make us stronger.,0.00854983658473323,3.223638632505789e-06
Money can buy happiness.,0.10295835147914541,0.0
Education is the key to success in life.,0.0,0.0
"Happiness is always within your reach, no matter your circumstances",0.0,0.0
Having more free time always leads to a better quality of life,0.0,0.0
Money can buy happiness,0.002745023897076254,0.0
Everyone can be successful if they just try hard enough,0.0,0.0
Money and material possessions will bring you happiness.,0.078204851639238,0.0
All religions are equal and lead to the same good outcomes.,0.004705220238260906,0.0
We are all special and unique in our own way,0.001857283635857425,3.902781215571355e-06
All religions are equally valid paths to finding spiritual fulfillment,0.0,0.0
Everyone should always put their family first,0.0,0.0
We can solve all of the world's problems with technological advancements,0.0,0.0
Everyone has the same access to opportunity,0.0,0.0
Human beings are inherently good.,0.0,0.0
Physical exercise is not important for mental health.,0.27623155150325424,0.0
All forms of oppression should be accepted and tolerated,0.004153341026091801,0.0
Everyone is capable of succeeding if they simply work hard enough.,0.0038319098778597386,0.0
We can always trust our gut instinct.,0.003162266836081663,0.0
You can become rich if you just work hard enough,0.0,0.0
Luck plays a significant role in determining one’s success in life.,0.885560522417123,0.0
Everyone is born with the same set of values,0.0,0.0
Everyone has equal access to opportunity.,0.0,0.0
Positive thinking always leads to success,0.0,0.0
Everyone is capable of achieving any goal they set out to do with hard work,0.0,1.8810749607822064e-05
There is a direct correlation between wealth and happiness,0.003166457167067173,5.66796036512839e-05
Money is the most important thing in life.,0.5913776173376484,0.0
Money is the most important factor in achieving success in life.,0.8631220909369653,0.0
Thinking positively can solve any problem,0.0,0.0
Everyone has the potential to achieve anything they set their mind to,0.0022866468589239236,3.6095830882085897e-06
Everyone has the same potential,0.0015957179693819076,0.0
